Bt0,Bt1,Bt2,Bt3,Sector
-66,-55,-60,-64,8
-85,-55,-60,-65,8
-66,-55,-55,-64,8
-61,-62,-55,-66,8
-61,-55,-56,-64,8
-60,-55,-55,-64,8
-67,-55,-60,-65,8
-83,-55,-61,-66,8
-67,-62,-56,-64,8
-67,-62,-60,-64,8
-60,-62,-56,-64,8
-84,-55,-63,-64,8
-66,-62,-56,-64,8
-60,-55,-55,-64,8
-67,-55,-60,-72,8
-66,-62,-60,-64,8
-61,-62,-56,-64,8
-61,-62,-60,-64,8
-67,-55,-63,-72,8
-67,-62,-63,-64,8
-61,-62,-60,-66,8
-67,-55,-60,-66,8
-61,-62,-60,-72,8
-61,-55,-61,-64,8
-85,-55,-55,-65,8
-67,-54,-60,-65,8
-67,-55,-56,-66,8
-67,-62,-60,-66,8
-61,-54,-61,-65,8
-67,-62,-61,-64,8
-60,-55,-63,-64,8
-68,-62,-61,-72,8
-67,-55,-56,-65,8
-66,-62,-55,-64,8
-67,-55,-60,-64,8
-61,-55,-56,-64,8
-66,-62,-60,-66,8
-60,-55,-61,-64,8
-89,-62,-56,-72,8
-61,-55,-63,-64,8
-67,-62,-63,-65,8
-66,-62,-60,-66,8
-66,-55,-63,-64,8
-66,-54,-60,-65,8
-86,-55,-60,-66,8
-66,-54,-60,-64,8
-66,-55,-56,-64,8
-60,-62,-63,-65,8
-60,-62,-55,-72,8
-66,-62,-56,-64,8
-61,-62,-56,-66,8
-83,-55,-56,-65,8
-85,-55,-56,-65,8
-67,-62,-60,-65,8
-67,-55,-60,-72,8
-84,-55,-56,-72,8
-61,-55,-56,-72,8
-66,-62,-63,-72,8
-66,-62,-56,-64,8
-84,-62,-60,-65,8
-67,-55,-56,-66,8
-85,-55,-60,-65,8
-61,-55,-54,-72,8
-67,-55,-56,-64,8
-67,-55,-60,-64,8
-85,-55,-61,-64,8
-68,-55,-55,-64,8
-61,-55,-56,-64,8
-66,-55,-61,-72,8
-83,-55,-60,-72,8
-67,-62,-63,-64,8
-61,-55,-63,-65,8
-61,-55,-60,-65,8
-66,-62,-61,-72,8
-66,-55,-56,-64,8
-66,-55,-63,-64,8
-67,-55,-61,-65,8
-61,-62,-56,-64,8
-66,-55,-56,-65,8
-61,-62,-61,-64,8
-67,-62,-63,-64,8
-61,-62,-57,-65,8
-67,-55,-56,-72,8
-67,-55,-56,-65,8
-67,-62,-63,-65,8
-67,-55,-63,-64,8
-66,-55,-61,-65,8
-67,-55,-56,-64,8
-87,-54,-56,-64,8
-86,-55,-56,-64,8
-60,-55,-63,-64,8
-67,-55,-61,-64,8
-66,-55,-61,-64,8
-87,-55,-56,-72,8
-61,-62,-63,-65,8
-66,-62,-60,-65,8
-61,-55,-60,-65,8
-60,-55,-60,-64,8
-66,-55,-63,-65,8
-83,-55,-61,-64,8
-83,-55,-56,-72,8
-83,-55,-61,-72,8
-66,-62,-61,-64,8
-61,-55,-56,-72,8
-61,-62,-61,-65,8
-66,-55,-63,-64,8
-61,-55,-63,-64,8
-67,-55,-56,-64,8
-67,-62,-61,-72,8
-61,-55,-56,-64,8
-83,-54,-63,-64,8
-67,-55,-56,-72,8
-82,-62,-61,-66,8
-67,-62,-56,-64,8
-67,-62,-61,-65,8
-67,-62,-63,-65,8
-66,-55,-63,-64,8
-66,-55,-56,-64,8
-66,-62,-63,-64,8
-86,-55,-63,-64,8
-66,-55,-63,-65,8
-61,-55,-61,-72,8
-82,-62,-55,-72,8
-67,-62,-61,-64,8
-66,-62,-55,-72,8
-66,-62,-61,-64,8
-83,-55,-63,-65,8
-61,-62,-56,-72,8
-61,-54,-63,-65,8
-67,-62,-60,-72,8
-61,-55,-63,-64,8
-67,-62,-56,-64,8
-66,-55,-56,-64,8
-67,-55,-61,-65,8
-61,-62,-63,-64,8
-66,-62,-61,-65,8
-65,-55,-56,-64,8
-66,-55,-61,-72,8
-66,-54,-56,-72,8
-61,-55,-63,-64,8
-66,-54,-61,-64,8
-61,-62,-61,-64,8
-66,-62,-61,-73,8
-83,-62,-63,-64,8
-66,-62,-63,-64,8
-66,-62,-61,-72,8
-66,-55,-63,-65,8
-82,-55,-63,-64,8
-66,-62,-61,-65,8
-66,-62,-61,-73,8
-61,-55,-61,-65,8
-61,-55,-56,-64,8
-61,-55,-55,-66,8
-61,-55,-56,-72,8
0,-54,-61,-64,8
-88,-55,-61,-72,8
-66,-54,-56,-72,8
-84,-55,-55,-72,8
-67,-55,-61,-64,8
-82,-62,-55,-73,8
-66,-55,-56,-64,8
-66,-54,-56,-72,8
-66,-55,-56,-65,8
-61,-55,-63,-72,8
-66,-55,-56,-65,8
-66,-55,-63,-66,8
-84,-62,-60,-66,8
-67,-62,-61,-66,8
-88,-62,-57,-64,8
-67,-62,-56,-64,8
-66,-55,-61,-72,8
-61,-55,-63,-66,8
-66,-55,-61,-64,8
-66,-62,-61,-65,8
-66,-55,-61,-65,8
-66,-55,-61,-65,8
-83,-55,-61,-66,8
-66,-62,-56,-64,8
-60,-62,-56,-64,8
-66,-55,-61,-65,8
-67,-55,-61,-64,8
-67,-62,-63,-72,8
-82,-62,-63,-64,8
-67,-62,-63,-66,8
-66,-55,-56,-65,8
-67,-55,-63,-64,8
-66,-55,-55,-64,8
-61,-55,-61,-64,8
-61,-62,-57,-65,8
-61,-55,-61,-72,8
-61,-62,-61,-72,8
-67,-55,-63,-64,8
-66,-55,-61,-72,8
-66,-62,-63,-64,8
-66,-62,-56,-64,8
-66,-62,-56,-71,8
-61,-62,-56,-65,8
-66,-55,-56,-64,8
-61,-62,-63,-65,8
-83,-55,-63,-65,8
-61,-55,-55,-72,8
-61,-55,-63,-64,8
-83,-55,-56,-65,8
-67,-55,-63,-64,8
-61,-62,-56,-66,8
-67,-55,-61,-72,8
-66,-55,-63,-72,8
-83,-55,-61,-72,8
-84,-62,-56,-64,8
-66,-62,-56,-64,8
-66,-55,-61,-64,8
-67,-62,-63,-64,8
-67,-54,-61,-64,8
-67,-55,-58,-64,8
-66,-62,-61,-64,8
-66,-55,-63,-72,8
-66,-55,-63,-64,8
-85,-55,-61,-66,8
-66,-62,-61,-65,8
-61,-55,-61,-64,8
-61,-55,-56,-72,8
-67,-62,-56,-72,8
-61,-55,-61,-65,8
-66,-62,-61,-65,8
-66,-55,-55,-64,8
-86,-62,-63,-65,8
-61,-62,-63,-65,8
-66,-55,-63,-72,8
-84,-62,-56,-72,8
-84,-62,-55,-64,8
-83,-55,-56,-64,8
-66,-62,-61,-65,8
-61,-55,-63,-72,8
-66,-55,-63,-64,8
-66,-55,-61,-64,8
-66,-55,-63,-65,8
-61,-55,-56,-65,8
-82,-55,-56,-66,8
-83,-55,-61,-64,8
-61,-55,-61,-72,8
-60,-55,-61,-64,8
-60,-55,-61,-65,8
-66,-55,-63,-72,8
-66,-55,-63,-65,8
-83,-55,-61,-65,8
-61,-62,-56,-66,8
-83,-62,-61,-65,8
-61,-62,-61,-72,8
-61,-55,-61,-72,8
-60,-55,-63,-72,8
-61,-55,-56,-65,8
-66,-55,-61,-64,8
-66,-62,-61,-64,8
-66,-55,-61,-64,8
-61,-55,-56,-64,8
-61,-55,-63,-65,8
-86,-62,-61,-64,8
-66,-55,-61,-64,8
-61,-62,-61,-64,8
-84,-55,-56,-66,8
-61,-56,-63,-65,8
-84,-62,-63,-66,8
-61,-55,-61,-72,8
-83,-62,-56,-66,8
-66,-62,-56,-64,8
-61,-62,-56,-65,8
-85,-55,-61,-72,8
-61,-55,-61,-65,8
-82,-62,-61,-65,8
-84,-55,-55,-66,8
-61,-62,-61,-65,8
-66,-55,-61,-66,8
-66,-55,-61,-72,8
-66,-62,-63,-65,8
-83,-62,-63,-65,8
-61,-62,-61,-65,8
-66,-55,-61,-64,8
-66,-55,-61,-65,8
-66,-62,-61,-64,8
-67,-62,-61,-64,8
-61,-55,-61,-64,8
-66,-55,-61,-72,8
-61,-62,-61,-72,8
-67,-54,-56,-64,8
-61,-55,-56,-64,8
-66,-62,-63,-72,8
-67,-55,-63,-64,8
-66,-62,-56,-64,8
-66,-55,-60,-65,8
-84,-62,-61,-65,8
-66,-55,-63,-72,8
-85,-62,-61,-64,8
-61,-62,-56,-65,8
-67,-62,-58,-64,8
-66,-55,-61,-64,8
-66,-55,-56,-64,8
-67,-62,-63,-65,8
-67,-55,-56,-64,8
-83,-55,-61,-72,8
-61,-55,-61,-65,8
-66,-55,-56,-64,8
-61,-55,-64,-65,8
-66,-55,-61,-64,8
-66,-55,-61,-72,8
-66,-55,-56,-65,8
-67,-55,-56,-64,8
-83,-55,-61,-65,8
-61,-62,-56,-72,8
-67,-55,-56,-64,8
-61,-55,-56,-65,8
-67,-62,-61,-65,8
-67,-62,-63,-64,8
-67,-62,-61,-65,8
-84,-62,-63,-66,8
-67,-62,-61,-65,8
-66,-54,-63,-66,8
-67,-54,-56,-72,8
-61,-55,-61,-65,8
-61,-62,-56,-64,8
-82,-62,-63,-65,8
-61,-56,-61,-64,8
-66,-55,-56,-64,8
-84,-55,-61,-72,8
-66,-55,-63,-64,8
-66,-55,-61,-64,8
-66,-62,-56,-64,8
-61,-62,-61,-65,8
-66,-56,-63,-72,8
-67,-54,-63,-64,8
-67,-55,-61,-64,8
-66,-62,-55,-64,8
-61,-55,-61,-65,8
-82,-62,-56,-64,8
-67,-55,-56,-65,8
-61,-55,-56,-72,8
-84,-55,-61,-65,8
-66,-55,-61,-72,8
-66,-55,-63,-64,8
-61,-55,-61,-64,8
-61,-55,-61,-72,8
-67,-55,-55,-64,8
-67,-62,-56,-64,8
-66,-55,-63,-65,8
-66,-55,-56,-64,8
-67,-55,-61,-65,8
-67,-62,-55,-64,8
-61,-62,-56,-72,8
-67,-55,-63,-66,8
-67,-62,-63,-64,8
-61,-54,-63,-64,8
-67,-62,-63,-64,8
-61,-55,-56,-64,8
-66,-55,-56,-64,8
-66,-62,-56,-65,8
-82,-62,-64,-64,8
-66,-62,-61,-72,8
-84,-55,-61,-64,8
-85,-55,-56,-65,8
-67,-55,-61,-64,8
-67,-62,-63,-65,8
-67,-54,-56,-64,8
-61,-55,-56,-64,8
-61,-55,-61,-64,8
-66,-55,-60,-65,8
-67,-55,-61,-64,8
-66,-62,-56,-65,8
-61,-55,-63,-64,8
-67,-55,-63,-66,8
-66,-55,-61,-64,8
-67,-55,-56,-72,8
-67,-55,-61,-64,8
-67,-62,-61,-66,8
-61,-55,-56,-64,8
-67,-55,-63,-64,8
-66,-55,-63,-72,8
-66,-62,-56,-73,8
-66,-62,-56,-64,8
-66,-55,-56,-64,8
-61,-55,-56,-66,8
-61,-62,-56,-64,8
-80,-55,-56,-65,8
-66,-55,-63,-64,8
-66,-54,-61,-64,8
-65,-62,-63,-64,8
-84,-62,-56,-72,8
-66,-62,-63,-64,8
-61,-62,-61,-65,8
-61,-55,-56,-65,8
-61,-62,-56,-72,8
-66,-62,-64,-72,8
-66,-62,-61,-65,8
-83,-54,-56,-65,8
-66,-62,-61,-64,8
-61,-55,-63,-64,8
-61,-55,-61,-65,8
-83,-62,-56,-64,8
-61,-62,-56,-72,8
-66,-55,-63,-64,8
-83,-62,-56,-66,8
-66,-55,-61,-64,8
-67,-62,-57,-66,8
-66,-55,-63,-64,8
-66,-62,-61,-72,8
-66,-55,-63,-65,8
-61,-62,-61,-72,8
-83,-62,-61,-64,8
-66,-55,-61,-64,8
-61,-55,-56,-72,8
-61,-55,-56,-64,8
-66,-62,-56,-64,8
-66,-55,-56,-64,8
-61,-62,-61,-66,8
-66,-55,-63,-65,8
-61,-55,-61,-72,8
-66,-55,-61,-64,8
-84,-55,-61,-65,8
-61,-62,-55,-65,8
-82,-55,-61,-64,8
-66,-62,-61,-72,8
-82,-62,-63,-64,8
-66,-55,-63,-72,8
-83,-55,-55,-64,8
-66,-55,-56,-64,8
-61,-55,-61,-66,8
-61,-62,-56,-66,8
-61,-55,-61,-72,8
-61,-55,-63,-66,8
-61,-54,-61,-72,8
-61,-62,-56,-65,8
-82,-55,-56,-64,8
-66,-62,-63,-72,8
-82,-62,-56,-65,8
-66,-62,-55,-64,8
-61,-55,-61,-65,8
-66,-62,-63,-64,8
-85,-55,-56,-65,8
-66,-62,-63,-65,8
-85,-52,-61,-65,8
-67,-62,-61,-72,8
-61,-56,-61,-72,8
-61,-62,-63,-64,8
-61,-55,-61,-65,8
-67,-62,-56,-64,8
-66,-56,-56,-65,8
-81,-55,-63,-65,8
-67,-55,-61,-71,8
-85,-55,-61,-64,8
-61,-62,-64,-64,8
-67,-55,-63,-72,8
-66,-55,-61,-66,8
-61,-54,-60,-72,8
-67,-55,-56,-64,8
-85,-55,-56,-65,8
-67,-55,-56,-64,8
-67,-62,-61,-72,8
-61,-55,-56,-64,8
-67,-62,-63,-72,8
-67,-55,-61,-64,8
-67,-55,-63,-64,8
-67,-56,-61,-64,8
-61,-62,-61,-72,8
-67,-55,-61,-65,8
-61,-55,-61,-72,8
-68,-62,-63,-72,8
-67,-55,-61,-72,8
-67,-55,-61,-64,8
-67,-55,-61,-65,8
-67,-54,-55,-72,8
-66,-55,-63,-64,8
-86,-55,-63,-65,8
-61,-55,-61,-72,8
-61,-55,-61,-64,8
-66,-62,-56,-66,8
-81,-55,-61,-65,8
-86,-55,-61,-65,8
-67,-55,-63,-66,8
-67,-55,-61,-64,8
-84,-62,-61,-64,8
-66,-62,-63,-72,8
-82,-62,-56,-65,8
-67,-62,-56,-65,8
-61,-62,-56,-72,8
-81,-55,-61,-64,8
-61,-62,-63,-65,8
-67,-62,-63,-72,8
-82,-62,-63,-66,8
-82,-62,-56,-72,8
-66,-55,-56,-64,8
-61,-62,-56,-64,8
-84,-62,-61,-64,8
-66,-62,-56,-64,8
-66,-62,-61,-64,8
-66,-62,-56,-64,8
-66,-55,-61,-65,8
-66,-62,-55,-71,8
-61,-62,-56,-72,8
-82,-62,-56,-64,8
-61,-62,-56,-72,8
-66,-55,-56,-65,8
-61,-55,-61,-65,8
-66,-55,-63,-72,8
-67,-55,-63,-64,8
-66,-55,-61,-66,8
-67,-62,-63,-64,8
-66,-55,-56,-65,8
-85,-62,-60,-65,8
-67,-55,-61,-65,8
-61,-55,-61,-64,8
-67,-55,-56,-64,8
-61,-55,-61,-66,8
-66,-55,-61,-72,8
-61,-55,-61,-65,8
-61,-55,-61,-72,8
-66,-62,-61,-64,8
-66,-54,-56,-64,8
-85,-55,-56,-72,8
-67,-55,-61,-64,8
-66,-55,-56,-64,8
-84,-62,-61,-65,8
-66,-62,-56,-65,8
-66,-55,-61,-64,8
-66,-55,-55,-72,8
-66,-55,-63,-64,8
-66,-55,-61,-72,8
-66,-55,-64,-65,8
-60,-55,-56,-64,8
-66,-62,-63,-64,8
-66,-62,-64,-71,8
-66,-62,-56,-64,8
-66,-56,-55,-64,8
-66,-55,-61,-64,8
-86,-54,-61,-66,8
-66,-55,-63,-65,8
-85,-55,-56,-64,8
-61,-55,-56,-72,8
-84,-55,-63,-65,8
-86,-62,-56,-64,8
-66,-62,-61,-64,8
-61,-55,-63,-64,8
-82,-62,-61,-72,8
-82,-55,-61,-65,8
-85,-55,-56,-65,8
-66,-62,-63,-64,8
-66,-62,-63,-65,8
-61,-62,-56,-65,8
-61,-55,-61,-72,8
-84,-55,-57,-72,8
-61,-54,-61,-71,8
-66,-55,-63,-66,8
-66,-63,-63,-72,8
-84,-62,-56,-64,8
-66,-55,-61,-64,8
-66,-55,-61,-72,8
-91,-55,-56,-65,8
-67,-55,-61,-64,8
-91,-55,-55,-64,8
-65,-62,-56,-72,8
-66,-62,-61,-71,8
-66,-55,-55,-64,8
-61,-62,-61,-64,8
-61,-62,-61,-65,8
-66,-55,-61,-65,8
-65,-62,-56,-64,8
-66,-55,-63,-63,8
-66,-62,-56,-65,8
-85,-62,-56,-64,8
-66,-55,-61,-71,8
-61,-62,-56,-65,8
-66,-55,-61,-65,8
-61,-55,-55,-73,8
-65,-55,-61,-64,8
-90,-56,-60,-64,8
-66,-55,-55,-77,8
-67,-55,-55,-65,8
-75,-54,-64,-64,8
-62,-55,-55,-64,8
-75,-55,-62,-67,8
-75,-55,-55,-68,8
-81,-62,-63,-66,8
-60,-63,-56,-58,9
-55,-66,-57,-54,9
-60,-66,-59,-54,9
-63,-63,-68,-58,9
-64,-65,-56,-54,9
-56,-62,-58,-54,9
-61,-62,-70,-58,9
-61,-65,-70,-60,9
-56,-63,-70,-54,9
-63,-62,-57,-59,9
-64,-63,-71,-58,9
-61,-63,-57,-58,9
-64,-63,-59,-60,9
-61,-66,-58,-54,9
-56,-63,-56,-58,9
-56,-83,-59,-54,9
-64,-63,-59,-54,9
-61,-65,-59,-58,9
-61,-65,-57,-60,9
-64,-84,-71,-61,9
-61,-66,-71,-60,9
-61,-66,-59,-60,9
-56,-63,-59,-59,9
-55,-66,-57,-58,9
-56,-63,-57,-61,9
-56,-65,-57,-61,9
-56,-63,-71,-61,9
-61,-66,-71,-54,9
-61,-66,-57,-61,9
-63,-63,-71,-61,9
-55,-63,-59,-54,9
-61,-66,-56,-61,9
-63,-63,-58,-58,9
-55,-63,-58,-61,9
-55,-66,-58,-57,9
-61,-66,-58,-60,9
-55,-63,-71,-58,9
-61,-63,-71,-58,9
-63,-63,-58,-58,9
-61,-63,-71,-54,9
-61,-62,-57,-58,9
-63,-66,-58,-61,9
-61,-65,-58,-58,9
-55,-65,-71,-57,9
-64,-62,-71,-54,9
-60,-65,-59,-58,9
-56,-82,-59,-59,9
-55,-63,-59,-58,9
-64,-63,-69,-60,9
-56,-65,-68,-54,9
-61,-63,-58,-54,9
-64,-63,-68,-58,9
-64,-65,-68,-60,9
-61,-82,-68,-60,9
-61,-65,-68,-60,9
-64,-83,-57,-58,9
-61,-63,-68,-54,9
-63,-63,-68,-59,9
-56,-65,-57,-60,9
-64,-63,-68,-58,9
-61,-65,-58,-58,9
-56,-63,-57,-57,9
-64,-65,-68,-58,9
-60,-63,-58,-59,9
-60,-63,-58,-61,9
-61,-84,-68,-60,9
-61,-65,-58,-60,9
-61,-83,-58,-60,9
-61,-65,-68,-60,9
-61,-63,-69,-54,9
-55,-65,-68,-59,9
-56,-63,-68,-60,9
-64,-65,-57,-54,9
-56,-65,-58,-58,9
-56,-63,-69,-60,9
-64,-65,-68,-58,9
-56,-82,-57,-60,9
-61,-83,-58,-54,9
-64,-63,-57,-54,9
-61,-63,-58,-59,9
-64,-65,-57,-53,9
-56,-65,-68,-58,9
-56,-65,-57,-58,9
-61,-65,-68,-58,9
-64,-65,-58,-60,9
-61,-85,-68,-54,9
-56,-66,-68,-54,9
-64,-63,-68,-58,9
-64,-65,-57,-58,9
-64,-65,-58,-54,9
-64,-65,-57,-58,9
-61,-65,-56,-60,9
-64,-65,-68,-60,9
-55,-63,-68,-58,9
-64,-63,-68,-60,9
-61,-65,-55,-60,9
-61,-63,-68,-54,9
-61,-65,-58,-60,9
-61,-65,-68,-59,9
-64,-65,-57,-58,9
-61,-86,-58,-60,9
-56,-65,-57,-54,9
-56,-63,-58,-58,9
-56,-63,-58,-59,9
-56,-63,-58,-58,9
-56,-84,-68,-60,9
-61,-84,-57,-60,9
-64,-63,-68,-59,9
-56,-63,-58,-58,9
-56,-65,-68,-60,9
-56,-65,-57,-60,9
-64,-63,-68,-58,9
-61,-63,-68,-58,9
-64,-63,-58,-54,9
-61,-83,-57,-58,9
-55,-82,-68,-60,9
-61,-66,-58,-58,9
-56,-63,-57,-58,9
-56,-65,-58,-59,9
-61,-63,-68,-60,9
-60,-84,-68,-60,9
-64,-65,-68,-60,9
-56,-63,-68,-60,9
-64,-63,-57,-58,9
-55,-86,-57,-53,9
-61,-84,-68,-54,9
-55,-84,-68,-58,9
-55,-85,-68,-58,9
-55,-66,-68,-54,9
-61,-65,-68,-58,9
-61,-64,-58,-59,9
-64,-65,-57,-58,9
-64,-65,-57,-58,9
-64,-65,-57,-60,9
-61,-65,-57,-54,9
-64,-64,-57,-59,9
-61,-64,-57,-61,9
-56,-65,-57,-60,9
-64,-86,-68,-61,9
-61,-64,-68,-54,9
-61,-64,-57,-54,9
-64,-84,-68,-59,9
-56,-64,-68,-54,9
-56,-65,-68,-60,9
-61,-65,-68,-60,9
-61,-64,-58,-58,9
-61,-64,-57,-54,9
-64,-64,-57,-58,9
-61,-64,-68,-60,9
-56,-66,-68,-59,9
-55,-65,-68,-58,9
-64,-65,-55,-58,9
-55,-65,-57,-60,9
-64,-65,-68,-60,9
-56,-63,-68,-60,9
-55,-65,-58,-54,9
-56,-65,-58,-54,9
-55,-65,-68,-54,9
-64,-64,-57,-59,9
-56,-83,-68,-58,9
-61,-66,-57,-54,9
-55,-64,-68,-59,9
-55,-64,-68,-58,9
-65,-65,-68,-60,9
-55,-65,-58,-58,9
-64,-64,-68,-60,9
-56,-63,-58,-58,9
-64,-83,-68,-60,9
-64,-64,-68,-54,9
-61,-64,-68,-59,9
-55,-65,-58,-60,9
-56,-65,-57,-58,9
-64,-65,-58,-60,9
-55,-82,-57,-60,9
-64,-64,-68,-60,9
-64,-64,-58,-59,9
-64,-66,-57,-58,9
-61,-64,-58,-54,9
-56,-64,-58,-54,9
-61,-65,-68,-58,9
-61,-64,-68,-60,9
-61,-64,-57,-60,9
-64,-64,-58,-58,9
-56,-64,-58,-58,9
-65,-64,-58,-58,9
-56,-65,-68,-60,9
-61,-64,-68,-54,9
-56,-64,-57,-58,9
-55,-84,-57,-54,9
-61,-64,-57,-60,9
-56,-63,-58,-54,9
-56,-83,-58,-54,9
-58,-63,-58,-58,9
-61,-63,-57,-54,9
-61,-64,-68,-58,9
-56,-65,-58,-58,9
-61,-65,-57,-60,9
-64,-65,-57,-60,9
-56,-65,-57,-54,9
-56,-65,-68,-60,9
-55,-65,-68,-60,9
-61,-65,-57,-58,9
-61,-64,-68,-60,9
-56,-82,-58,-58,9
-56,-64,-69,-58,9
-56,-64,-58,-59,9
-64,-64,-68,-54,9
-56,-65,-68,-54,9
-61,-81,-68,-58,9
-56,-63,-68,-61,9
-61,-64,-57,-54,9
-61,-65,-57,-58,9
-61,-66,-68,-54,9
-56,-65,-58,-58,9
-61,-64,-57,-58,9
-56,-66,-69,-58,9
-56,-65,-58,-60,9
-64,-64,-58,-58,9
-56,-63,-57,-58,9
-61,-66,-68,-61,9
-55,-65,-58,-58,9
-64,-83,-68,-58,9
-63,-65,-58,-58,9
-56,-65,-58,-60,9
-64,-65,-58,-58,9
-61,-63,-68,-60,9
-61,-65,-58,-60,9
-63,-65,-58,-58,9
-61,-63,-58,-59,9
-64,-63,-68,-58,9
-61,-63,-58,-60,9
-58,-64,-58,-60,9
-61,-63,-58,-54,9
-61,-84,-58,-58,9
-61,-66,-58,-58,9
-61,-63,-58,-58,9
-61,-63,-69,-60,9
-64,-65,-68,-54,9
-64,-65,-58,-58,9
-62,-64,-55,-58,9
-55,-65,-68,-60,9
-64,-63,-58,-58,9
-56,-63,-58,-60,9
-55,-63,-58,-58,9
-56,-66,-58,-60,9
-56,-63,-58,-58,9
-61,-85,-58,-58,9
-55,-65,-69,-58,9
-64,-63,-57,-54,9
-64,-84,-57,-58,9
-61,-65,-58,-60,9
-56,-63,-68,-60,9
-61,-63,-58,-58,9
-61,-86,-57,-60,9
-55,-65,-68,-59,9
-61,-63,-58,-58,9
-64,-64,-58,-58,9
-56,-65,-58,-59,9
-61,-65,-68,-60,9
-55,-63,-68,-58,9
-55,-65,-58,-60,9
-59,-63,-58,-58,9
-55,-87,-58,-58,9
-55,-63,-68,-58,9
-56,-63,-68,-60,9
-55,-66,-68,-54,9
-64,-65,-57,-59,9
-61,-63,-69,-54,9
-61,-65,-68,-60,9
-61,-65,-68,-54,9
-64,-63,-68,-58,9
-56,-65,-58,-58,9
-61,-63,-58,-59,9
-55,-65,-58,-58,9
-61,-64,-57,-54,9
-64,-63,-58,-58,9
-61,-85,-58,-58,9
-61,-63,-68,-60,9
-56,-64,-58,-54,9
-56,-64,-69,-60,9
-61,-63,-58,-54,9
-56,-63,-68,-54,9
-61,-65,-58,-60,9
-56,-65,-58,-59,9
-56,-65,-68,-60,9
-61,-65,-58,-60,9
-64,-65,-57,-60,9
-56,-63,-58,-58,9
-64,-63,-57,-58,9
-64,-63,-58,-58,9
-61,-65,-68,-54,9
-64,-63,-68,-60,9
-56,-83,-58,-58,9
-61,-63,-68,-61,9
-64,-64,-68,-54,9
-63,-65,-68,-61,9
-55,-65,-68,-60,9
-61,-63,-68,-59,9
-61,-65,-57,-60,9
-61,-65,-58,-54,9
-61,-63,-57,-61,9
-61,-64,-68,-60,9
-55,-66,-68,-54,9
-61,-65,-69,-61,9
-56,-65,-58,-59,9
-61,-64,-58,-60,9
-61,-63,-68,-59,9
-61,-63,-57,-54,9
-55,-66,-58,-58,9
-61,-63,-68,-58,9
-61,-63,-68,-54,9
-64,-64,-57,-60,9
-61,-63,-58,-59,9
-64,-81,-58,-60,9
-64,-65,-58,-58,9
-61,-65,-57,-60,9
-61,-64,-58,-60,9
-61,-63,-68,-54,9
-56,-63,-68,-59,9
-61,-63,-58,-58,9
-56,-65,-68,-59,9
-61,-86,-68,-58,9
-64,-64,-58,-60,9
-61,-63,-57,-58,9
-60,-84,-58,-60,9
-61,-63,-58,-58,9
-56,-63,-58,-59,9
-56,-65,-58,-59,9
-61,-63,-68,-54,9
-61,-63,-58,-60,9
-56,-63,-58,-54,9
-61,-63,-58,-58,9
-58,-63,-68,-54,9
-58,-65,-68,-60,9
-64,-84,-68,-60,9
-55,-65,-58,-61,9
-64,-63,-57,-60,9
-64,-63,-58,-58,9
-61,-63,-55,-54,9
-61,-66,-58,-60,9
-61,-63,-68,-58,9
-61,-63,-58,-58,9
-56,-63,-58,-60,9
-61,-63,-68,-58,9
-61,-63,-57,-54,9
-56,-65,-58,-60,9
-61,-84,-68,-58,9
-56,-63,-57,-60,9
-64,-64,-58,-59,9
-61,-65,-58,-54,9
-56,-66,-58,-54,9
-55,-66,-57,-54,9
-64,-64,-68,-54,9
-55,-66,-58,-58,9
-56,-64,-57,-59,9
-61,-63,-68,-61,9
-56,-65,-58,-59,9
-56,-65,-57,-54,9
-56,-64,-68,-60,9
-64,-64,-58,-60,9
-56,-63,-58,-54,9
-56,-66,-58,-60,9
-56,-66,-68,-59,9
-64,-63,-68,-58,9
-56,-66,-57,-59,9
-56,-63,-57,-58,9
-61,-65,-58,-54,9
-56,-66,-58,-58,9
-61,-65,-57,-54,9
-55,-65,-58,-61,9
-61,-84,-68,-58,9
-61,-63,-58,-60,9
-61,-63,-58,-58,9
-61,-65,-57,-59,9
-61,-65,-57,-61,9
-56,-63,-58,-59,9
-64,-65,-68,-58,9
-56,-65,-58,-59,9
-64,-65,-58,-54,9
-61,-65,-58,-54,9
-61,-65,-58,-60,9
-61,-64,-68,-60,9
-61,-63,-68,-58,9
-55,-63,-57,-60,9
-64,-63,-68,-60,9
-56,-64,-68,-59,9
-56,-65,-68,-58,9
-55,-66,-57,-59,9
-56,-86,-68,-58,9
-56,-65,-58,-58,9
-56,-65,-58,-58,9
-61,-66,-58,-54,9
-56,-66,-68,-54,9
-56,-63,-68,-61,9
-56,-65,-68,-60,9
-64,-65,-58,-61,9
-61,-86,-58,-58,9
-56,-63,-58,-54,9
-56,-66,-68,-59,9
-64,-65,-58,-61,9
-61,-63,-58,-60,9
-61,-65,-69,-61,9
-56,-86,-58,-61,9
-56,-64,-57,-58,9
-64,-63,-58,-59,9
-61,-63,-58,-60,9
-64,-64,-57,-60,9
-55,-65,-58,-60,9
-61,-65,-58,-59,9
-61,-84,-58,-54,9
-61,-65,-58,-60,9
-56,-63,-58,-58,9
-64,-63,-58,-59,9
-61,-65,-58,-54,9
-56,-65,-58,-60,9
-61,-65,-58,-61,9
-56,-63,-58,-60,9
-56,-65,-58,-54,9
-58,-85,-58,-59,9
